city,temp,country,date,latitude,longitude,cloudiness,humidity,wind speed
Constitución,65.53,CL,1639071160,-35.3333,-72.4167,12,71,8.52
Kristiansund,36.25,NO,1639070862,63.1115,7.732,0,51,5.75
Manaure,93.31,CO,1639071160,11.7751,-72.4445,62,53,18.95
Mareeba,72.32,AU,1639071160,-17,145.4333,86,94,1.34
Warri,83.41,NG,1639071161,5.5167,5.75,14,58,6.02
Iqaluit,8.33,CA,1639071161,63.7506,-68.5145,90,66,13.8
The Valley,85.86,AI,1639071161,18.217,-63.0578,75,65,13.8
Grand Gaube,79.2,MU,1639071161,-20.0064,57.6608,17,66,1.99
Rongcheng,49.96,CN,1639071161,30.634,117.8517,0,71,2.75
Kavaratti,81.81,IN,1639071161,10.5669,72.642,26,73,8.88
Husavik,26.51,IS,1639071161,66.0449,-17.3389,100,90,6.69
Bolshoy Lug,6.98,RU,1639071161,52.0779,104.0919,100,98,2.53
Provideniya,-2.92,RU,1639071161,64.3833,-173.3,89,97,16.33
Zeya,7.81,RU,1639071162,53.75,127.2667,100,93,3.53
San Antonio,74.59,US,1639071139,29.4241,-98.4936,90,91,4.61
Nikolskoye,4.89,RU,1639071162,59.7035,30.7861,74,99,3.18
Gambēla,87.22,ET,1639070875,8.25,34.5833,2,25,2.1
Calbuco,69.01,CL,1639071162,-41.768,-73.1273,0,67,12.82
Dunedin,54.81,NZ,1639071162,-45.8742,170.5036,99,66,4
Tūkrah,60.19,LY,1639071162,32.5341,20.5791,56,41,17.69
Jingjiang,49.03,CN,1639071163,32.0142,120.2625,0,73,4.81
Ozernovskiy,34.12,RU,1639071163,51.5,156.5167,98,87,11.14
Kavieng,82.85,PG,1639071163,-2.5744,150.7967,96,79,16.78
Fagersta,30.79,SE,1639071163,60.0042,15.7932,100,83,5.66
Calvinia,74.26,ZA,1639071163,-31.4707,19.776,28,38,9.75
Conakry,87.87,GN,1639071163,9.538,-13.6773,20,66,9.22
Batagay,-38.2,RU,1639071164,67.6333,134.6333,77,100,1.83
Moreira Sales,86.34,BR,1639071164,-24.0622,-53.0069,0,30,5.08
Newport,50.02,GB,1639071055,51.5877,-2.9984,99,90,12.03
Saint Paul Harbor,38.71,US,1639071164,57.79,-152.4072,90,81,17.27
Nador,59.25,MA,1639071164,35.174,-2.9287,20,67,14.97
Santa Fe,93.74,AR,1639071041,-31.6333,-60.7,48,31,3
Yulara,73.24,AU,1639071164,-25.2406,130.9889,3,25,10.36
Nyimba,87.49,ZM,1639071164,-14.5566,30.8149,83,30,10.38
Ishigaki,71.13,JP,1639071165,24.3448,124.1572,94,62,18.32
Cam Ranh,76.96,VN,1639071165,11.9214,109.1591,20,73,13.8
Kamina,65.84,CD,1639071165,-8.7386,24.9906,37,92,1.79
Vuktyl,15.94,RU,1639071165,63.8567,57.3094,100,96,1.79
Adolfo López Mateos,59.94,MX,1639071165,28.4667,-107.3,100,31,22.86
Kalemie,72.66,CD,1639071165,-5.9475,29.1947,71,78,1.9
Koumac,79.09,NC,1639071165,-20.5667,164.2833,4,80,1.72
Tornio,14.02,FI,1639071013,65.8481,24.1466,100,94,12.71
São Félix do Xingu,80.71,BR,1639071166,-6.6447,-51.995,100,76,0.13
Kahului,75.85,US,1639071166,20.8947,-156.47,20,82,4.61
Bintulu,75.61,MY,1639071166,3.1667,113.0333,40,100,0
Shihezi,23.23,CN,1639071166,44.3,86.0333,90,91,3.91
Ajdabiya,59.99,LY,1639071166,30.7554,20.2263,90,30,11.5
Reconquista,95.41,AR,1639071166,-29.15,-59.65,0,20,6.85
Koygorodok,13.86,RU,1639071166,60.445,50.9968,100,95,6.13
Luanda,78.8,AO,1639071016,-8.8368,13.2343,75,83,1.14
Juneau,34.21,US,1639071041,58.3019,-134.4197,90,96,5.99
Siderno,54.57,IT,1639071166,38.2779,16.302,97,77,8.81
Pundaguitan,81.99,PH,1639071166,6.3711,126.1689,96,77,3
Riyadh,68.14,SA,1639070913,24.6877,46.7219,68,24,6.44
Rovaniemi,11.61,FI,1639071167,66.5,25.7167,40,85,10.36
Aparecida do Taboado,86.85,BR,1639071167,-20.0867,-51.0936,2,30,5.08
Ocós,91.9,GT,1639071167,14.5094,-92.1933,35,69,9.53
Strezhevoy,-2.22,RU,1639071095,60.7333,77.5889,68,97,6.73
Manisa Province,49.37,TR,1639070987,38.8333,28.1667,27,55,5.28
Biak,76.14,ID,1639071167,-0.9131,122.8766,26,82,3.94
Kidal,75.69,ML,1639071167,18.4411,1.4078,95,7,10.83
Tuatapere,49.82,NZ,1639071167,-46.1333,167.6833,31,92,3.51
Sibu,77.31,MY,1639071168,2.3,111.8167,40,94,1.99
Campo Grande,83.75,BR,1639071168,-20.4428,-54.6464,40,39,9.22
Okhotsk,-1.34,RU,1639071168,59.3833,143.3,100,86,10.04
Tres Palos,83.01,MX,1639071168,18.1833,-101.6167,3,35,3.47
Kanigoro,73.89,ID,1639071168,-8.13,112.219,51,95,1.7
Emet,41.18,TR,1639071168,39.343,29.2585,5,66,6.69
Anloga,86.22,GH,1639071168,5.7947,0.8973,3,76,10.51
Lagoa,62.37,PT,1639071169,39.05,-27.9833,100,60,8.84
St. George's,87.48,GD,1639071169,12.0564,-61.7485,40,62,14.97
Nizhniy Tsasuchey,10.36,RU,1639071169,50.5167,115.1333,56,87,4.36
Suoyarvi,-3.1,RU,1639071169,62.0833,32.35,71,100,1.77
Pisco,69.03,PE,1639071169,-13.7,-76.2167,100,83,10.36
Zhigansk,-14.46,RU,1639071169,66.7697,123.3711,100,95,19.46
Rome,31.86,US,1639070874,43.2128,-75.4557,1,74,6.91
Sibolga,76.78,ID,1639071170,1.7427,98.7792,100,91,1.45
Alice Springs,60.35,AU,1639071170,-23.7,133.8833,3,77,5.75
Puro,77.86,PH,1639071170,12.4841,123.3827,100,82,12.41
Balkanabat,56.3,TM,1639071170,39.5108,54.3671,34,36,3.62
Novosergiyevka,24.42,RU,1639071170,52.0934,53.6528,100,76,13.47
Ca Mau,75.02,VN,1639071171,9.1769,105.15,88,90,4.27
Marawi,68.65,PH,1639071171,7.9986,124.2928,100,99,2.21
Srebrenica,37.58,BA,1639071171,44.1064,19.2969,99,100,1.72
Namatanai,79.41,PG,1639071171,-3.6667,152.4333,97,86,11.99
Korla,30.69,CN,1639071171,41.7597,86.1469,100,57,14.83
Brae,44.51,GB,1639071171,60.3964,-1.353,92,77,19.39
Ust-Tsilma,-2.27,RU,1639071171,65.441,52.1498,94,100,1.7
Goundam,83.03,ML,1639071172,16.4145,-3.6708,81,10,10.36
Nuevitas,87.24,CU,1639071172,21.5453,-77.2644,5,54,11.9
Port Augusta,57.34,AU,1639071172,-32.5,137.7667,59,66,9.91
Dera Bugti,57.78,PK,1639071172,29.0307,69.151,0,29,3.65
Syra,65.28,GR,1639071172,37.4423,24.9425,40,77,17.27
Leh,10.04,IN,1639071172,34.1667,77.5833,89,76,2.1
Nilagiri,68.38,IN,1639071172,21.4582,86.7722,89,81,2.19
Chapais,2.98,CA,1639071172,49.7834,-74.8492,84,85,0.98
Sednëv,28.2,UA,1639071028,51.6447,31.565,100,99,9.19
Aleksandrov Gay,36.12,RU,1639071173,50.147,48.5704,100,77,8.23
Arbazh,20.5,RU,1639071173,57.6804,48.3065,100,94,8.39
Emba,26.94,KZ,1639071173,48.8264,58.1442,99,42,20.27
Haapiti,80.33,PF,1639071173,-17.5667,-149.8667,78,67,12.37
Straumen,35.6,NO,1639071173,63.8709,11.2999,71,86,5.37
Uruguaiana,85.93,BR,1639071173,-29.7547,-57.0883,0,39,8.05
Verkhnevilyuysk,-3.51,RU,1639071174,63.4453,120.3167,100,90,9.15
Honiara,78.08,SB,1639071174,-9.4333,159.95,100,89,2.01
Souillac,79.18,MU,1639071174,-20.5167,57.5167,75,69,4.61
Camacha,62.53,PT,1639071174,33.0833,-16.3333,75,72,12.66
Saint-François,37.67,FR,1639071174,46.4154,3.9054,75,80,3.44
Thanh Hoa,64.89,VN,1639071174,19.8,105.7667,92,83,3.78
Sisophon,75.06,KH,1639071174,13.5859,102.9737,99,71,9.89
Ambulu,76.39,ID,1639071174,-8.345,113.6058,48,91,2.35
Mount Gambier,53.51,AU,1639071175,-37.8333,140.7667,90,66,8.05
Soyo,84.25,AO,1639071175,-6.1349,12.3689,54,87,9.35
Bloemfontein,67.48,ZA,1639071175,-29.1211,26.214,40,49,18.41
Mindyak,11.44,RU,1639071175,54.0231,58.7891,100,79,4.52
Fonte Boa,81.43,BR,1639071175,-2.4959,-66.2662,100,91,1.28
Coari,84.34,BR,1639071175,-4.085,-63.1414,100,69,2.35
Qandala,76.46,SO,1639071175,11.472,49.8728,10,67,7.47
Tinyahuarco,48.76,PE,1639071175,-10.75,-76.3,100,70,7.58
Seoul,42.24,KR,1639071043,37.5683,126.9778,75,87,2.3
Syzran',30.92,RU,1639070969,53.1585,48.4681,100,97,3.06
Port-Gentil,81.59,GA,1639071176,-0.7193,8.7815,52,78,6.31
Poum,80.87,NC,1639071176,-20.2333,164.0167,3,77,8.75
San Quintín,62.73,MX,1639071176,30.4833,-115.95,85,75,5.26
Mahébourg,79.09,MU,1639071176,-20.4081,57.7,75,69,4.61
Hualmay,71.69,PE,1639071176,-11.0964,-77.6139,95,72,10.45
Mehrān,62.08,IR,1639071176,33.1222,46.1646,0,36,9.48
Kloulklubed,77.5,PW,1639071176,7.0419,134.2556,98,77,10.18
Mpulungu,75.42,ZM,1639071176,-8.7623,31.1141,75,73,2.08
Pozo Colorado,102.92,PY,1639071176,-23.4923,-58.7972,10,15,4
Bubaque,82.17,GW,1639071177,11.2833,-15.8333,3,66,10.2
Mangit,38.48,UZ,1639071177,40.5971,70.9607,0,40,4.36
Vanimo,78.55,PG,1639071177,-2.6741,141.3028,100,88,6.87
Bethel,37.09,US,1639071177,41.3712,-73.414,1,63,1.99
Okato,63.43,NZ,1639071177,-39.2,173.8833,98,94,2.93
Saint George,54.07,US,1639071177,37.1041,-113.5841,90,77,1.01
Yairipok,59.81,IN,1639071177,24.6667,94.0667,100,94,2.33
Penzance,54.28,GB,1639071178,50.1186,-5.5371,100,86,31.23
Pochutla,90.82,MX,1639071178,15.7432,-96.4661,10,47,7.49
Ostrovnoy,13.57,RU,1639071178,68.0531,39.5131,100,95,6.53
Iraquara,73.53,BR,1639071178,-12.2486,-41.6194,100,89,2.13
Bogandé,81.36,BF,1639071178,12.9714,-0.1436,39,9,8.75
Show Low,52.48,US,1639071178,34.2542,-110.0298,75,50,18.41
Sagarejo,46.83,GE,1639071178,41.734,45.3315,58,82,8.55
Bonavista,35.11,CA,1639071179,48.6499,-53.1147,100,98,36.78
Coahuayana Viejo,92.68,MX,1639071179,18.7333,-103.6833,49,37,4.21
Biltine,79.68,TD,1639071179,14.5333,20.9167,1,14,8.68
San Ciro de Acosta,81.91,MX,1639071179,21.6333,-99.8167,37,41,3.22
Sharjah city,74.17,AE,1639070900,25.3573,55.4033,3,47,7.9
Hailey,24.89,US,1639071179,43.5196,-114.3153,1,63,3.44
Boyolangu,76.01,ID,1639071180,-8.1181,111.8935,50,93,3.29
Centerville,44.55,US,1639071180,39.6284,-84.1594,1,63,17.27
Fes,55.65,MA,1639071180,34.0372,-4.9998,40,66,4.61
Kabinda,69.19,CD,1639071180,-6.1333,24.4833,65,90,3.85
Creston,51.08,US,1639071180,41.0586,-94.3614,1,66,16.11
Salalah,80.69,OM,1639070936,17.0151,54.0924,75,61,4.61
Flinders,62.19,AU,1639071180,-34.5833,150.8552,89,95,7.4
Redwater,67.82,US,1639071181,33.3582,-94.2544,100,90,12.37
Bamako,93.61,ML,1639071181,12.65,-8,0,13,8.05
Kiryat Gat,61.48,IL,1639071181,31.61,34.7642,38,78,2.55
Telšiai,21.51,LT,1639070937,55.9814,22.2472,100,94,13.27
Baykit,2.41,RU,1639071181,61.67,96.37,100,93,7.67
Hosūr,71.51,IN,1639071181,12.7167,77.8167,43,95,10.51
Saint-Augustin,18.97,CA,1639071182,51.226,-58.6502,100,80,18.79
Vila Velha,75.15,BR,1639071182,-20.3297,-40.2925,90,80,4
Los Llanos de Aridane,65.12,ES,1639071182,28.6585,-17.9182,75,75,19.57
Beaverlodge,22.35,CA,1639071182,55.2166,-119.4361,78,62,14.61
Tiarei,80.62,PF,1639071182,-17.5333,-149.3333,92,68,10.38
Safi,61.66,MA,1639071183,32.2994,-9.2372,0,63,23.85
Nobres,85.37,BR,1639071183,-14.7203,-56.3275,78,65,3.27
Bambari,83.66,CF,1639071183,5.768,20.6757,1,24,3.4
Biloela,71.38,AU,1639071183,-24.4167,150.5,54,84,0.49
Hanmer Springs,56.77,NZ,1639071183,-42.5167,172.8167,26,88,1.39
Katherine,79.12,AU,1639071183,-14.4667,132.2667,100,78,9.22
Barcelos,55.54,PT,1639071038,41.5388,-8.6151,100,88,7.45
Tagāb,43.3,AF,1639071183,34.855,69.6492,0,13,5.41
Copiapó,60.49,CL,1639071184,-27.3667,-70.3333,2,29,9.4
Felanitx,56.95,ES,1639071184,39.4696,3.1483,72,68,15.35
Peniche,60.75,PT,1639071184,39.3558,-9.3811,100,81,14.76
Padrauna,63.82,IN,1639071184,26.9025,83.9819,0,46,6.55
Awjilah,59.54,LY,1639071184,29.1081,21.2869,33,38,10.2
Haifa,59.94,IL,1639071002,32.8156,34.9892,0,77,6.91
Port Lincoln,55.2,AU,1639071184,-34.7333,135.8667,17,75,10.67
Digby,27.59,CA,1639071185,44.6169,-65.7655,100,73,13.85
Oranjestad,85.95,AW,1639071185,12.524,-70.027,40,66,19.57
Lagos,88.12,NG,1639071185,6.5833,3.75,4,76,4.85
Meadow Lake,56.61,US,1639071186,34.8014,-106.5436,5,34,9.57
Lavrentiya,-7.13,RU,1639071063,65.5833,-171,100,89,11.18
Khovd,11.34,MN,1639071186,48.0056,91.6419,71,86,4.16
Corsicana,74.34,US,1639071186,32.0954,-96.4689,90,83,10
Shenjiamen,56.25,CN,1639071186,29.9576,122.298,16,73,7.67
Znamenka,35.87,RU,1639071186,52.4167,41.4311,100,87,4.76
Natal,88.45,BR,1639070963,-5.795,-35.2094,75,62,17.27
Alyangula,76.87,AU,1639071187,-13.8483,136.4192,99,100,1.14
Zaysan,-3.98,KZ,1639071187,47.4667,84.8667,45,82,3.24
Vestmanna,40.12,FO,1639071187,62.1564,-7.1664,75,93,13.8
Saint-Prosper,17.69,CA,1639071187,46.2117,-70.4811,100,76,3.85
San Carlos,94.1,VE,1639071187,9.6612,-68.5827,84,36,1.74
Dapaong,84.27,TG,1639071187,10.8639,0.205,39,12,6.4
Nuuk,29.01,GL,1639071055,64.1835,-51.7216,75,93,3.44
Varnavino,3.97,RU,1639071187,57.4035,45.0916,51,96,5.64
Katsuura,49.19,JP,1639071188,35.1333,140.3,36,77,14.97
Manavālakurichi,80.69,IN,1639071188,8.1333,77.3,46,84,7.2
Abu Samrah,53.78,SY,1639071188,35.3029,37.1841,33,74,4.21
Binzhou,39.51,CN,1639071188,37.3667,118.0167,0,84,3.83
Markova,27.99,UA,1639071188,48.6758,24.4138,94,98,4.34
Chara,-8.97,RU,1639071188,56.9064,118.2631,26,76,2.68
Tromsø,21.22,NO,1639071054,69.6496,18.957,0,73,3
Yining,50.79,CN,1639071188,29.0361,114.5636,19,79,1.52
Nurlat,27.59,RU,1639071188,54.4277,50.8051,100,91,7.83
Kefamenanu,73.56,ID,1639071189,-9.4467,124.4781,100,91,1.79
Gumdag,55,TM,1639071189,39.2061,54.5906,3,37,5.44
Tahoua,82.38,NE,1639071189,14.8888,5.2692,3,8,6.91
Mildura,55.36,AU,1639071043,-34.2,142.15,1,67,10.36
Bilma,68.63,NE,1639071190,18.6853,12.9164,12,12,8.08
Rocha,75.87,UY,1639071190,-34.4833,-54.3333,53,47,14.07
Adré,73.76,TD,1639071190,13.4667,22.2,0,16,8.59
Chicama,66.74,PE,1639071190,-7.8447,-79.1469,73,59,11.01
Geraldton,70.21,AU,1639071190,-28.7667,114.6,90,73,10.36
Tiznit Province,61.97,MA,1639071190,29.5833,-9.5,1,29,2.3
Lethem,91.35,GY,1639071190,3.3803,-59.7968,62,49,5.37
Madimba,81.72,TZ,1639071190,-10.4,40.3333,20,74,11.5
San Miguel de Tucumán,82.4,AR,1639071190,-26.8241,-65.2226,40,61,8.05
Fort Frances,27.16,CA,1639071191,48.5999,-93.4003,90,77,1.01
Christchurch,57.99,NZ,1639071191,-43.5333,172.6333,90,91,6.91
Maragogi,84.29,BR,1639071191,-9.0122,-35.2225,51,67,11.16
Leningradskiy,-9.99,RU,1639071191,69.3833,178.4167,100,95,20.31
Pangnirtung,1.4,CA,1639071191,66.1451,-65.7125,75,71,3.44
Abu Kamal,57.34,SY,1639071191,34.4506,40.9171,4,54,6.67
Port Shepstone,75.18,ZA,1639071191,-30.7414,30.455,96,88,9.62
Abapó,92.52,BO,1639071191,-18.8333,-63.4667,77,28,0.83
Kalmunai,78.03,LK,1639071192,7.4167,81.8167,27,81,2.57
Northam,53.42,GB,1639071192,51.0333,-4.2167,100,97,21.97
Morón,82.96,AR,1639071192,-34.6534,-58.6198,98,56,4
San Patricio,84.29,US,1639071192,28.017,-97.5169,89,69,16.28
Itarema,87.58,BR,1639071192,-2.9248,-39.9167,64,61,19.75
Shingū,52.47,JP,1639071192,33.7333,135.9833,60,75,4.65
Sakakah,58.57,SA,1639071192,29.9697,40.2064,17,46,5.39
Todos Santos,83.01,MX,1639071193,23.45,-110.2167,63,66,5.68
Tombouctou,74.46,ML,1639071193,20,-3,99,12,9.6
Snåase,31.41,NO,1639071193,64.2457,12.3778,51,91,7.23
Wahiawā,71.92,US,1639071193,21.5028,-158.0236,37,85,13.89
Iralaya,86.09,HN,1639071193,15,-83.2333,72,71,13.67
Kailua,75.18,US,1639071193,21.4022,-157.7394,90,72,14.97
Wilmington,54.86,US,1639071115,34.2257,-77.9447,1,66,6.91
São Sebastião,74.39,BR,1639071193,-23.76,-45.4097,51,62,6.6
Goderich,30.9,CA,1639071194,43.7501,-81.7165,100,69,8.05
Águas Formosas,70.54,BR,1639071194,-17.0822,-40.9358,100,95,2.08
Turukhansk,-16.53,RU,1639071194,65.8167,87.9833,92,99,6.31
Marzuq,59.77,YE,1639071194,14.4,46.4667,0,20,0.51
Alta Floresta,84.02,BR,1639071194,-9.8756,-56.0861,40,79,8.05
Kibre Mengist,58.96,ET,1639071194,5.8833,38.9833,8,45,2.8
Amparafaravola,69.21,MG,1639071195,-17.5833,48.2167,100,79,6.24
Khandyga,-14.51,RU,1639071195,62.6667,135.6,100,100,2.24
Kargasok,6.17,RU,1639071195,59.0556,80.8572,65,95,9.08
Padang,77.05,ID,1639071195,-0.9492,100.3543,100,88,3.56
Bykov,32.79,RU,1639071195,47.3167,142.55,17,87,13.4
Zarechnyy,31.32,RU,1639071126,53.2036,45.1923,100,57,2.53
Pemberton,33.49,CA,1639071196,50.3164,-122.8027,100,94,0.76
Nelson Bay,62.65,AU,1639071196,-32.7167,152.15,53,87,1.01
Loyga,-5.13,RU,1639071196,61.0784,44.6075,60,100,4.09
Champerico,91.94,GT,1639071196,14.3,-91.9167,10,66,9.98
Samaná,82.62,DO,1639071196,19.2056,-69.3369,75,78,6.91
Rognedino,23.72,RU,1639071196,53.8015,33.5576,100,93,11.7
Novoagansk,-4.2,RU,1639071197,61.9449,76.6625,16,99,7.58
Havre-St-Pierre,14,CA,1639071197,50.2334,-63.5986,1,61,16.11
Sorong,81.14,ID,1639071197,-0.8833,131.25,100,81,6.49
Tautira,80.62,PF,1639071197,-17.7333,-149.15,97,69,11.05
Santa Rosa,78.78,PH,1639071197,14.3122,121.1114,94,75,13.24
Aldan,-6.88,RU,1639071197,58.6031,125.3894,85,96,7.05
